Rocket,612
Tornado,512
Sparky,441
Zap,384
Tesla,348
Knight,331
X,330
Hog Rider,318
Ice Wizard,314
Mega Minion,289
Barbarians,265
Earthquake,264
Musketeer,237
Skeletons,222
The Log,209
Mirror,132
Cannon Cart,82
Balloon,45
Golden Knight,44
Guards,9
Mortar,7
Mega Knight,6
Witch,6
Electro Dragon,5
Monk,4
Dark Prince,4
Lava Hound,3
Elite Barbarians,3
Skeleton Barrel,3
Cannon,2
Arrows,2
Giant Skeleton,2
Goblin Drill,2
Mighty Miner,1
Skeleton Army,1
Goblin Barrel,1
Rascals,1
P.E.K.K.A,1
Wizard,1
Electro Spirit,1
